
Seeker|Seeker|SE_Social_Engineering|https://github.com/thewhiteh4t/seeker|git
~Suid_Termux-Sudo|Termux-Sudo|T_Termux,A_Android|https://github.com/st42/termux-sudo|git
~Meta_ExifTool|ExifTool|R_Reporting|https://github.com/exiftool/exiftool|git
~Sms_Impulse|Impulse|T_Termux,S_Spamming|https://github.com/LimerBoy/Impulse|git
~Sms_ToolsSpammer|ToolsSpammer|T_Termux,S_Spamming|https://github.com/koleksibot/ToolsSpammer|git
~Hash_Pyhases|Pyhases|T_Termux|https://github.com/thenurhabib/pyhases|git
~Design_Funny-Termux|Funny-Termux|T_Termux|https://github.com/mrprogrammer2938/Funny-Termux|git
Get-Linux|Get-Linux|Kits_Downloader|https://github.com/pembriahmad/Get-Linux|git
~Payloads_Msf-Termux|msf-termux|T_Termux|https://github.com/Deadpool2000/msf-termux|git
~Universal_debonair|debonair|T_Termux|https://github.com/scalabli/debonair|git
~Sms_Death-from-Above|Death-from-Above|T_Termux|https://github.com/nordbearbotdev/Death-from-Above|git
~Universal_Web-Hunter|Web-Hunter|T_Termux|https://github.com/darkhunter141/Web-Hunter|git
~Universal_Kairav|Kairav|T_Termux|https://github.com/LavSarkari/Kairav|git
~Suid_Sudo-su-Termux|Sudo-su-Termux|T_Termux|https://github.com/xicor22/Sudo-su-Termux|git
Dh-All|Dh-All|Kits_Downloader|https://github.com/DH-AL/Dh-All|git
All-in-One|All-in-One|Kits_Downloader|https://github.com/CjE369/All-in-One|git
Hacking-Tools|Hacking-Tools|Kits_Downloader|https://github.com/mrprogrammer2938/hackingtools|git
Black-Tool-Termux|Black-Tool-Termux|Kits_Downloader|https://github.com/mrprogrammer2938/Black-Tool-Termux|git
A-tool|A-tool|Kits_Downloader|https://github.com/asu765/A-tool|git
Termux-Games|Termux-Games|T_Termux|https://github.com/khansaad1275/Termux-Games|git
Infoooze|Infoooze|T_Termux|https://github.com/7ORP3DO/infoooze|git
TORhunter|TORhunter|T_Termux|https://github.com/Err0r-ICA/TORhunter|git
~Mails_MailFinder|MailFinder|T_Termux|https://github.com/mishakorzik/MailFinder|git
Free-Proxy|Free-Proxy|T_Termux|https://github.com/mishakorzik/Free-Proxy|git
~Mails_Gmail-Hack|Gmail-Hack|T_Termux|https://github.com/mishakorzik/Gmail-Hack|git
AndroFetch|AndroFetch|T_Termux|https://github.com/laraib07/androfetch|git
Xteam|Xteam|T_Termux|https://github.com/xploitstech/Xteam|git
TermuxCyberArmy|TermuxCyberArmy|T_Termux|https://github.com/Err0r-ICA/TermuxCyberArmy|git
zVirus-Gen|zVirus-Gen|T_Termux,Generators_&_Payloads|https://github.com/ZechBron/zVirus-Gen|git
IpHack|IpHack|T_Termux|https://github.com/mishakorzik/IpHack|git
~InformationGathering_UserFinder|UserFinder|T_Termux|https://github.com/mishakorzik/UserFinder|git
AdminHack|AdminHack|T_Termux|https://github.com/mishakorzik/AdminHack|git
AllHackingTools|AllHackingTools|Kits_Downloader|https://github.com/mishakorzik/AllHackingTools|git
007-TheBond|007-TheBond|T_Termux|https://github.com/Deadshot0x7/007-TheBond|git
Host|Host|T_Termux|https://github.com/htr-tech/host|git
ShortUrl|ShortUrl|T_Termux|https://github.com/htr-tech/shorturl|git
~Design_T-Style|T-Style|T_Termux|https://github.com/htr-tech/tstyle|git
Termux-Style|Termux-Style|T_Termux|https://github.com/adi1090x/termux-style|git
Termux-Desktop|Termux-Desktop|T_Termux|https://github.com/adi1090x/termux-desktop|git
PenTest|PenTest|Kits_Downloader|https://github.com/Anlominus/PenTest|git
Nesle|Nesle|Kits_Downloader|https://github.com/Anlominus/Nesle|git
HacKing|HacKing|Kits_Downloader|https://github.com/Anlominus/HacKing|git
onex|onex|Kits_Downloader|https://github.com/rajkumardusad/onex|git
~Payloads_H-SPLOIT|H-SPLOIT|T_Termux|https://github.com/jravis-8520/h-sploit|git
Cracker-Tool|Cracker-Tool|T_Termux|https://github.com/cracker911181/Cracker-Tool|git
b3x|b3x|T_Termux|https://github.com/joaroque/b3x|git
Snap|Snap|T_Termux|https://github.com/noob-hackers/snap|git
~Payloads_M-wiz|M-wiz|T_Termux|https://github.com/noob-hackers/m-wiz|git
Infect|Infect|T_Termux|https://github.com/noob-hackers/infect|git
Hacklock|Hacklock|T_Termux|https://github.com/noob-hackers/hacklock|git
Ighack|Ighack|T_Termux|https://github.com/noob-hackers/ighack|git
mrphish|mrphish|T_Termux|https://github.com/noob-hackers/mrphish|git
MAC-Address-Spoofer|MAC-Address-Spoofer|Anonymity_Surfing|https://github.com/MKVO-pts/MAC-Address-Spoofer|git
infinity_AnonSurf|AnonSurf|Anonymity_Surfing|https://github.com/Hackinfinity/anonsurf|git
Amsterdam_AnonSurf|AnonSurf|Anonymity_Surfing|https://github.com/ultrafunkamsterdam/AnonSurf|git|git
4nonimizer|4nonimizer|Anonymity_Surfing|https://github.com/Hackplayers/4nonimizer.git|git|git
Dracnmap|Dracnmap|Information_Gathering|https://github.com/Screetsec/Dracnmap.git|git|git
Auxscan|Auxscan|Information_Gathering,Vulnerability_Analysis|https://github.com/Gameye98/Auxscan.git|git|python,git
Automater|TekDefense-Automater|Information_Gathering|https://github.com/1aN0rmus/TekDefense-Automater.git|git|python,git
BeeLogger|BeeLogger|Information_Gathering|https://github.com/4w4k3/BeeLogger.git|git|python,git
CMSmap|CMSmap|Information_Gathering|https://github.com/Dionach/CMSmap.git|git|python,git
CamHacker|CamHacker|Information_Gathering,Sniffing_&_Spoofing|https://github.com/KasRoudra/CamHacker.git|git|git,php,curl,wget,php
Crips|Crips|Information_Gathering|https://github.com/Manisso/Crips.git|git|python,git
CyberScan|CyberScan|Vulnerability_Analysis|https://github.com/medbenali/CyberScan.git|git|python,git
BadMod|BadMod|Vulnerability_Analysis|https://github.com/MrSqar-Ye/BadMod.git|git|php,git
Clickjacking-Tester|Clickjacking-Tester|Vulnerability_Analysis|https://github.com/D4Vinci/Clickjacking-Tester.git|git|python,git
Cookie-stealer|Cookie-stealer|Vulnerability_Analysis|https://github.com/Xyl2k/Cookie-stealer.git|git|php,git
Breacher|Breacher|Web_Hacking|https://github.com/UltimateHackers/Breacher.git|git|python,git
BruteX|BruteX|Web_Hacking|https://github.com/1N3/BruteX.git|git|python,git
DSSS|DSSS|Web_Hacking|https://github.com/stamparm/DSSS.git|git|python,git
DSVW|DSVW|Web_Hacking|https://github.com/stamparm/DSVW.git||git|python,git
DSXS|DSXS|Web_Hacking|https://github.com/stamparm/DSXS.git|git|python,git
Blazy|Blazy|Web_Hacking|https://github.com/UltimateHackers/Blazy.git|git|python,git
CMSeeK|CMSeeK|Web_Hacking|https://github.com/Tuhinshubhra/CMSeeK.git|git|python,git
CeWL|CeWL|Hashing_&_Passwords|https://github.com/digininja/CeWL.git|git|ruby,git
Black-Hydra|Black-Hydra|T_Termux,Hashing_&_Passwords|https://github.com/Gameye98/Black-Hydra.git|git|python,git
AutoPixieWps|AutoPixieWps|Wireless_Testing|https://github.com/nxxxu/AutoPixieWps.git|git|python,git
Brutal|Brutal|Exploit_Frameworks|https://github.com/Screetsec/Brutal.git|git|git
A-Rat|A-Rat|Exploit_Frameworks|https://github.com/RexTheGod/A-Rat.git|git|python,git
ATSCAN|ATSCAN|Exploit_Frameworks|https://github.com/AlisamTechnology/ATSCAN.git|git|git
ADB-Toolkit|ADB-Toolkit|A_Android|https://github.com/ASHWIN990/ADB-Toolkit.git|git|git
AndroBugs_Framework|AndroBugs_Framework|A_Android|https://github.com/AndroBugs/AndroBugs_Framework.git|git|python,git
Androspy|Androspy|A_Android|https://github.com/TunisianEagles/Androspy.git|git|git
Curl|Curl|TD_Transfer_Data|https://github.com/curl/curl.git|git|git
Nethunter-In-Termux|Nethunter-In-Termux|T_Termux|https://github.com/Hax4us/Nethunter-In-Termux.git|git|git
CHAOS|CHAOS|MA_Maintaining_Access|https://github.com/tiagorlampert/CHAOS.git|git|golang,git
CrawlBox|CrawlBox|Web_Hacking|https://github.com/abaykan/CrawlBox.git|git|python,git
CredSniper|CredSniper|Sniffing_&_Spoofing|https://github.com/ustayready/CredSniper.git|git|python,git
DHCPig|DHCPig|stress_testing|https://github.com/kamorin/DHCPig.git|git|python,git
DKMC|DKMC|P_Payloads|https://github.com/Mr-Un1k0d3r/DKMC.git|git|python,git
Dr0p1t-Framework|Dr0p1t-Framework|null|https://github.com/D4Vinci/Dr0p1t-Framework.git|git|python,git
EagleEye|EagleEye|null|https://github.com/ThoughtfulDev/EagleEye.git|git|python,git
EasY_HaCk|EasY_HaCk|null|https://github.com/sabri-zaki/EasY_HaCk.git|git|python,git
EggShell|EggShell|null|https://github.com/neoneggplant/EggShell.git|git|python,git
Email-Spammer|Email-Spammer|null|https://github.com/Juniorn1003/Email-Spammer.git|git|python,git
Empire|Empire|Exploit_Frameworks|https://github.com/EmpireProject/Empire.git|git|git
EvilURL|EvilURL|Information_Gathering|https://github.com/UndeadSec/EvilURL.git|git|python,git
ExploitOnCLI|ExploitOnCLI|Exploit_Frameworks|https://github.com/r00tmars/ExploitOnCLI.git|git|php,git
EyeWitness|EyeWitness|Information_Gathering|https://github.com/FortyNorthSecurity/EyeWitness.git|git|python,git
FBUPv2.0|FBUPv2.0|null|https://github.com/mrSilent0598/FBUPv2.0.git|git|python,git
